Type,WKT
Round bollard,"POLYGON Z ((842488.753271636 6520289.58625469 0.5, 842488.7103004598 6520289.718506372 0.5, 842488.5978004597 6520289.800242406 0.5, 842488.4587428123 6520289.800242406 0.5, 842488.3462428122 6520289.718506372 0.5, 842488.303271636 6520289.58625469 0.5, 842488.3462428122 6520289.454003008 0.5, 842488.4587428123 6520289.372266973 0.5, 842488.5978004597 6520289.372266973 0.5, 842488.7103004598 6520289.454003008 0.5, 842488.753271636 6520289.58625469 0.5))"
Round bollard,"POLYGON Z ((842459.707467675 6520273.21843053 0.5, 842459.6644964988 6520273.350682212 0.5, 842459.5519964987 6520273.432418247 0.5, 842459.4129388513 6520273.432418247 0.5, 842459.3004388512 6520273.350682212 0.5, 842459.257467675 6520273.21843053 0.5, 842459.3004388512 6520273.0861788485 0.5, 842459.4129388513 6520273.004442814 0.5, 842459.5519964987 6520273.004442814 0.5, 842459.6644964988 6520273.0861788485 0.5, 842459.707467675 6520273.21843053 0.5))"
Round bollard,"POLYGON Z ((842461.613213943 6520273.47692464 0.5, 842461.5702427668 6520273.609176322 0.5, 842461.4577427667 6520273.690912357 0.5, 842461.3186851193 6520273.690912357 0.5, 842461.2061851192 6520273.609176322 0.5, 842461.163213943 6520273.47692464 0.5, 842461.2061851192 6520273.344672958 0.5, 842461.3186851193 6520273.262936924 0.5, 842461.4577427667 6520273.262936924 0.5, 842461.5702427668 6520273.344672958 0.5, 842461.613213943 6520273.47692464 0.5))"
Round bollard,"POLYGON Z ((842463.6263831679 6520273.95215706 0.5, 842463.5834119917 6520274.084408741 0.5, 842463.4709119917 6520274.166144776 0.5, 842463.3318543442 6520274.166144776 0.5, 842463.2193543442 6520274.084408741 0.5, 842463.176383168 6520273.95215706 0.5, 842463.2193543442 6520273.819905378 0.5, 842463.3318543442 6520273.738169343 0.5, 842463.4709119917 6520273.738169343 0.5, 842463.5834119917 6520273.819905378 0.5, 842463.6263831679 6520273.95215706 0.5))"
Round bollard,"POLYGON Z ((842465.5695941279 6520274.21152234 0.5, 842465.5266229517 6520274.343774022 0.5, 842465.4141229517 6520274.425510056 0.5, 842465.2750653042 6520274.425510056 0.5, 842465.1625653042 6520274.343774022 0.5, 842465.119594128 6520274.21152234 0.5, 842465.1625653042 6520274.079270658 0.5, 842465.2750653042 6520273.997534623 0.5, 842465.4141229517 6520273.997534623 0.5, 842465.5266229517 6520274.079270658 0.5, 842465.5695941279 6520274.21152234 0.5))"
Round bollard,"POLYGON Z ((842467.470367667 6520274.68414616 0.5, 842467.4273964908 6520274.816397842 0.5, 842467.3148964908 6520274.898133877 0.5, 842467.1758388433 6520274.898133877 0.5, 842467.0633388433 6520274.816397842 0.5, 842467.0203676671 6520274.68414616 0.5, 842467.0633388433 6520274.5518944785 0.5, 842467.1758388433 6520274.470158444 0.5, 842467.3148964908 6520274.470158444 0.5, 842467.4273964908 6520274.5518944785 0.5, 842467.470367667 6520274.68414616 0.5))"
Round bollard,"POLYGON Z ((842469.376113206 6520274.94264268 0.5, 842469.3331420298 6520275.074894362 0.5, 842469.2206420298 6520275.156630397 0.5, 842469.0815843823 6520275.156630397 0.5, 842468.9690843823 6520275.074894362 0.5, 842468.9261132061 6520274.94264268 0.5, 842468.9690843823 6520274.810390999 0.5, 842469.0815843823 6520274.728654964 0.5, 842469.2206420298 6520274.728654964 0.5, 842469.3331420298 6520274.810390999 0.5, 842469.376113206 6520274.94264268 0.5))"
Round bollard,"POLYGON Z ((842471.394253755 6520275.20374976 0.5, 842471.3512825788 6520275.336001442 0.5, 842471.2387825787 6520275.4177374765 0.5, 842471.0997249313 6520275.4177374765 0.5, 842470.9872249312 6520275.336001442 0.5, 842470.944253755 6520275.20374976 0.5, 842470.9872249312 6520275.071498078 0.5, 842471.0997249313 6520274.989762044 0.5, 842471.2387825787 6520274.989762044 0.5, 842471.3512825788 6520275.071498078 0.5, 842471.394253755 6520275.20374976 0.5))"
Round bollard,"POLYGON Z ((842473.295026577 6520275.67637539 0.5, 842473.2520554007 6520275.808627072 0.5, 842473.1395554007 6520275.8903631065 0.5, 842473.0004977533 6520275.8903631065 0.5, 842472.8879977532 6520275.808627072 0.5, 842472.845026577 6520275.67637539 0.5, 842472.8879977532 6520275.544123708 0.5, 842473.0004977533 6520275.462387674 0.5, 842473.1395554007 6520275.462387674 0.5, 842473.2520554007 6520275.544123708 0.5, 842473.295026577 6520275.67637539 0.5))"
Round bollard,"POLYGON Z ((842475.19704224 6520276.09546962 0.5, 842475.1540710637 6520276.227721302 0.5, 842475.0415710637 6520276.309457337 0.5, 842474.9025134163 6520276.309457337 0.5, 842474.7900134162 6520276.227721302 0.5, 842474.74704224 6520276.09546962 0.5, 842474.7900134162 6520275.963217938 0.5, 842474.9025134163 6520275.881481904 0.5, 842475.0415710637 6520275.881481904 0.5, 842475.1540710637 6520275.963217938 0.5, 842475.19704224 6520276.09546962 0.5))"
Round bollard,"POLYGON Z ((842477.1390089759 6520276.40837054 0.5, 842477.0960377997 6520276.540622221 0.5, 842476.9835377997 6520276.622358256 0.5, 842476.8444801522 6520276.622358256 0.5, 842476.7319801522 6520276.540622221 0.5, 842476.689008976 6520276.40837054 0.5, 842476.7319801522 6520276.276118858 0.5, 842476.8444801522 6520276.194382823 0.5, 842476.9835377997 6520276.194382823 0.5, 842477.0960377997 6520276.276118858 0.5, 842477.1390089759 6520276.40837054 0.5))"
Round bollard,"POLYGON Z ((842479.078489217 6520276.82833601 0.5, 842479.0355180408 6520276.9605876915 0.5, 842478.9230180407 6520277.042323726 0.5, 842478.7839603933 6520277.042323726 0.5, 842478.6714603932 6520276.9605876915 0.5, 842478.628489217 6520276.82833601 0.5, 842478.6714603932 6520276.696084328 0.5, 842478.7839603933 6520276.614348293 0.5, 842478.9230180407 6520276.614348293 0.5, 842479.0355180408 6520276.696084328 0.5, 842479.078489217 6520276.82833601 0.5))"
Round bollard,"POLYGON Z ((842480.944282299 6520277.19303003 0.5, 842480.9013111228 6520277.325281711 0.5, 842480.7888111228 6520277.407017746 0.5, 842480.6497534753 6520277.407017746 0.5, 842480.5372534753 6520277.325281711 0.5, 842480.4942822991 6520277.19303003 0.5, 842480.5372534753 6520277.060778348 0.5, 842480.6497534753 6520276.979042313 0.5, 842480.7888111228 6520276.979042313 0.5, 842480.9013111228 6520277.060778348 0.5, 842480.944282299 6520277.19303003 0.5))"
Round bollard,"POLYGON Z ((842482.8837620569 6520277.6129967 0.5, 842482.8407908807 6520277.745248382 0.5, 842482.7282908807 6520277.826984417 0.5, 842482.5892332332 6520277.826984417 0.5, 842482.4767332332 6520277.745248382 0.5, 842482.433762057 6520277.6129967 0.5, 842482.4767332332 6520277.480745018 0.5, 842482.5892332332 6520277.399008984 0.5, 842482.7282908807 6520277.399008984 0.5, 842482.8407908807 6520277.480745018 0.5, 842482.8837620569 6520277.6129967 0.5))"
Round bollard,"POLYGON Z ((842484.8619498049 6520277.98030209 0.5, 842484.8189786287 6520278.112553772 0.5, 842484.7064786287 6520278.194289806 0.5, 842484.5674209812 6520278.194289806 0.5, 842484.4549209812 6520278.112553772 0.5, 842484.411949805 6520277.98030209 0.5, 842484.4549209812 6520277.848050408 0.5, 842484.5674209812 6520277.766314373 0.5, 842484.7064786287 6520277.766314373 0.5, 842484.8189786287 6520277.848050408 0.5, 842484.8619498049 6520277.98030209 0.5))"
Round bollard,"POLYGON Z ((842486.843866999 6520278.18701221 0.5, 842486.8008958228 6520278.319263891 0.5, 842486.6883958228 6520278.400999926 0.5, 842486.5493381753 6520278.400999926 0.5, 842486.4368381753 6520278.319263891 0.5, 842486.3938669991 6520278.18701221 0.5, 842486.4368381753 6520278.054760528 0.5, 842486.5493381753 6520277.973024493 0.5, 842486.6883958228 6520277.973024493 0.5, 842486.8008958228 6520278.054760528 0.5, 842486.843866999 6520278.18701221 0.5))"
Round bollard,"POLYGON Z ((842488.596020923 6520278.60263027 0.5, 842488.5530497468 6520278.7348819515 0.5, 842488.4405497467 6520278.816617986 0.5, 842488.3014920993 6520278.816617986 0.5, 842488.1889920993 6520278.7348819515 0.5, 842488.146020923 6520278.60263027 0.5, 842488.1889920993 6520278.470378588 0.5, 842488.3014920993 6520278.388642553 0.5, 842488.4405497467 6520278.388642553 0.5, 842488.5530497468 6520278.470378588 0.5, 842488.596020923 6520278.60263027 0.5))"
Round bollard,"POLYGON Z ((842490.4654706799 6520290.10806711 0.5, 842490.4224995037 6520290.240318792 0.5, 842490.3099995037 6520290.322054827 0.5, 842490.1709418562 6520290.322054827 0.5, 842490.0584418562 6520290.240318792 0.5, 842490.01547068 6520290.10806711 0.5, 842490.0584418562 6520289.975815428 0.5, 842490.1709418562 6520289.894079394 0.5, 842490.3099995037 6520289.894079394 0.5, 842490.4224995037 6520289.975815428 0.5, 842490.4654706799 6520290.10806711 0.5))"
Round bollard,"POLYGON Z ((842492.40867556 6520290.36744089 0.5, 842492.3657043838 6520290.499692571 0.5, 842492.2532043838 6520290.581428606 0.5, 842492.1141467363 6520290.581428606 0.5, 842492.0016467363 6520290.499692571 0.5, 842491.9586755601 6520290.36744089 0.5, 842492.0016467363 6520290.235189208 0.5, 842492.1141467363 6520290.153453173 0.5, 842492.2532043838 6520290.153453173 0.5, 842492.3657043838 6520290.235189208 0.5, 842492.40867556 6520290.36744089 0.5))"
Round bollard,"POLYGON Z ((842494.386858666 6520290.73474935 0.5, 842494.3438874898 6520290.8670010315 0.5, 842494.2313874897 6520290.948737066 0.5, 842494.0923298423 6520290.948737066 0.5, 842493.9798298422 6520290.8670010315 0.5, 842493.936858666 6520290.73474935 0.5, 842493.9798298422 6520290.602497668 0.5, 842494.0923298423 6520290.520761633 0.5, 842494.2313874897 6520290.520761633 0.5, 842494.3438874898 6520290.602497668 0.5, 842494.386858666 6520290.73474935 0.5))"
Round bollard,"POLYGON Z ((842496.212695113 6520291.20564181 0.5, 842496.1697239368 6520291.337893492 0.5, 842496.0572239368 6520291.419629526 0.5, 842495.9181662893 6520291.419629526 0.5, 842495.8056662893 6520291.337893492 0.5, 842495.7626951131 6520291.20564181 0.5, 842495.8056662893 6520291.073390128 0.5, 842495.9181662893 6520290.991654093 0.5, 842496.0572239368 6520290.991654093 0.5, 842496.1697239368 6520291.073390128 0.5, 842496.212695113 6520291.20564181 0.5))"
Round bollard,"POLYGON Z ((842498.229586025 6520291.52028968 0.5, 842498.1866148488 6520291.652541362 0.5, 842498.0741148487 6520291.734277396 0.5, 842497.9350572013 6520291.734277396 0.5, 842497.8225572013 6520291.652541362 0.5, 842497.779586025 6520291.52028968 0.5, 842497.8225572013 6520291.388037998 0.5, 842497.9350572013 6520291.3063019635 0.5, 842498.0741148487 6520291.3063019635 0.5, 842498.1866148488 6520291.388037998 0.5, 842498.229586025 6520291.52028968 0.5))"
Round bollard,"POLYGON Z ((842500.094130259 6520291.93852148 0.5, 842500.0511590828 6520292.070773162 0.5, 842499.9386590827 6520292.152509197 0.5, 842499.7996014353 6520292.152509197 0.5, 842499.6871014353 6520292.070773162 0.5, 842499.644130259 6520291.93852148 0.5, 842499.6871014353 6520291.806269798 0.5, 842499.7996014353 6520291.724533764 0.5, 842499.9386590827 6520291.724533764 0.5, 842500.0511590828 6520291.806269798 0.5, 842500.094130259 6520291.93852148 0.5))"
Round bollard,"POLYGON Z ((842502.1122641179 6520292.19963867 0.5, 842502.0692929417 6520292.331890352 0.5, 842501.9567929417 6520292.413626387 0.5, 842501.8177352942 6520292.413626387 0.5, 842501.7052352942 6520292.331890352 0.5, 842501.662264118 6520292.19963867 0.5, 842501.7052352942 6520292.067386989 0.5, 842501.8177352942 6520291.985650954 0.5, 842501.9567929417 6520291.985650954 0.5, 842502.0692929417 6520292.067386989 0.5, 842502.1122641179 6520292.19963867 0.5))"
Round bollard,"POLYGON Z ((842503.97307778 6520292.77846754 0.5, 842503.9301066038 6520292.910719221 0.5, 842503.8176066037 6520292.992455256 0.5, 842503.6785489563 6520292.992455256 0.5, 842503.5660489562 6520292.910719221 0.5, 842503.52307778 6520292.77846754 0.5, 842503.5660489562 6520292.646215858 0.5, 842503.6785489563 6520292.564479823 0.5, 842503.8176066037 6520292.564479823 0.5, 842503.9301066038 6520292.646215858 0.5, 842503.97307778 6520292.77846754 0.5))"
Round bollard,"POLYGON Z ((842505.918768125 6520292.93078168 0.5, 842505.8757969488 6520293.063033362 0.5, 842505.7632969487 6520293.144769397 0.5, 842505.6242393013 6520293.144769397 0.5, 842505.5117393013 6520293.063033362 0.5, 842505.468768125 6520292.93078168 0.5, 842505.5117393013 6520292.798529998 0.5, 842505.6242393013 6520292.716793964 0.5, 842505.7632969487 6520292.716793964 0.5, 842505.8757969488 6520292.798529998 0.5, 842505.918768125 6520292.93078168 0.5))"
Round bollard,"POLYGON Z ((842508.006857694 6520293.40776906 0.5, 842507.9638865178 6520293.5400207415 0.5, 842507.8513865178 6520293.621756776 0.5, 842507.7123288703 6520293.621756776 0.5, 842507.5998288703 6520293.5400207415 0.5, 842507.556857694 6520293.40776906 0.5, 842507.5998288703 6520293.275517378 0.5, 842507.7123288703 6520293.193781343 0.5, 842507.8513865178 6520293.193781343 0.5, 842507.9638865178 6520293.275517378 0.5, 842508.006857694 6520293.40776906 0.5))"
Round bollard,"POLYGON Z ((842509.910109119 6520293.7733421 0.5, 842509.8671379428 6520293.905593782 0.5, 842509.7546379428 6520293.987329816 0.5, 842509.6155802953 6520293.987329816 0.5, 842509.5030802953 6520293.905593782 0.5, 842509.4601091191 6520293.7733421 0.5, 842509.5030802953 6520293.641090418 0.5, 842509.6155802953 6520293.5593543835 0.5, 842509.7546379428 6520293.5593543835 0.5, 842509.8671379428 6520293.641090418 0.5, 842509.910109119 6520293.7733421 0.5))"
Round bollard,"POLYGON Z ((842511.813360329 6520294.13891572 0.5, 842511.7703891528 6520294.271167402 0.5, 842511.6578891528 6520294.352903437 0.5, 842511.5188315053 6520294.352903437 0.5, 842511.4063315053 6520294.271167402 0.5, 842511.3633603291 6520294.13891572 0.5, 842511.4063315053 6520294.006664039 0.5, 842511.5188315053 6520293.924928004 0.5, 842511.6578891528 6520293.924928004 0.5, 842511.7703891528 6520294.006664039 0.5, 842511.813360329 6520294.13891572 0.5))"
Round bollard,"POLYGON Z ((842513.605459982 6520294.44834723 0.5, 842513.5624888057 6520294.580598912 0.5, 842513.4499888057 6520294.662334947 0.5, 842513.3109311583 6520294.662334947 0.5, 842513.1984311582 6520294.580598912 0.5, 842513.155459982 6520294.44834723 0.5, 842513.1984311582 6520294.316095549 0.5, 842513.3109311583 6520294.234359514 0.5, 842513.4499888057 6520294.234359514 0.5, 842513.5624888057 6520294.316095549 0.5, 842513.605459982 6520294.44834723 0.5))"
Round bollard,"POLYGON Z ((842515.5099542639 6520294.76039004 0.5, 842515.4669830877 6520294.892641722 0.5, 842515.3544830877 6520294.974377757 0.5, 842515.2154254402 6520294.974377757 0.5, 842515.1029254402 6520294.892641722 0.5, 842515.059954264 6520294.76039004 0.5, 842515.1029254402 6520294.628138359 0.5, 842515.2154254402 6520294.546402324 0.5, 842515.3544830877 6520294.546402324 0.5, 842515.4669830877 6520294.628138359 0.5, 842515.5099542639 6520294.76039004 0.5))"
Round bollard,"POLYGON Z ((842517.560577606 6520295.23651041 0.5, 842517.5176064298 6520295.368762092 0.5, 842517.4051064297 6520295.450498126 0.5, 842517.2660487823 6520295.450498126 0.5, 842517.1535487822 6520295.368762092 0.5, 842517.110577606 6520295.23651041 0.5, 842517.1535487822 6520295.104258728 0.5, 842517.2660487823 6520295.0225226935 0.5, 842517.4051064297 6520295.0225226935 0.5, 842517.5176064298 6520295.104258728 0.5, 842517.560577606 6520295.23651041 0.5))"
Round bollard,"POLYGON Z ((842519.351433176 6520295.59947556 0.5, 842519.3084619998 6520295.731727242 0.5, 842519.1959619997 6520295.813463276 0.5, 842519.0569043523 6520295.813463276 0.5, 842518.9444043522 6520295.731727242 0.5, 842518.901433176 6520295.59947556 0.5, 842518.9444043522 6520295.467223878 0.5, 842519.0569043523 6520295.385487843 0.5, 842519.1959619997 6520295.385487843 0.5, 842519.3084619998 6520295.467223878 0.5, 842519.351433176 6520295.59947556 0.5))"
Round bollard,"POLYGON Z ((842521.328369644 6520296.02032467 0.5, 842521.2853984678 6520296.152576352 0.5, 842521.1728984677 6520296.234312386 0.5, 842521.0338408203 6520296.234312386 0.5, 842520.9213408203 6520296.152576352 0.5, 842520.878369644 6520296.02032467 0.5, 842520.9213408203 6520295.888072988 0.5, 842521.0338408203 6520295.806336953 0.5, 842521.1728984677 6520295.806336953 0.5, 842521.2853984678 6520295.888072988 0.5, 842521.328369644 6520296.02032467 0.5))"
Round bollard,"POLYGON Z ((842523.084246949 6520296.27535668 0.5, 842523.0412757727 6520296.407608362 0.5, 842522.9287757727 6520296.489344397 0.5, 842522.7897181252 6520296.489344397 0.5, 842522.6772181252 6520296.407608362 0.5, 842522.634246949 6520296.27535668 0.5, 842522.6772181252 6520296.143104998 0.5, 842522.7897181252 6520296.061368964 0.5, 842522.9287757727 6520296.061368964 0.5, 842523.0412757727 6520296.143104998 0.5, 842523.084246949 6520296.27535668 0.5))"
Round bollard,"POLYGON Z ((842525.1385999339 6520296.59088371 0.5, 842525.0956287577 6520296.723135392 0.5, 842524.9831287577 6520296.804871427 0.5, 842524.8440711102 6520296.804871427 0.5, 842524.7315711102 6520296.723135392 0.5, 842524.688599934 6520296.59088371 0.5, 842524.7315711102 6520296.458632029 0.5, 842524.8440711102 6520296.376895994 0.5, 842524.9831287577 6520296.376895994 0.5, 842525.0956287577 6520296.458632029 0.5, 842525.1385999339 6520296.59088371 0.5))"
Round bollard,"POLYGON Z ((842527.114292149 6520297.06526664 0.5, 842527.0713209728 6520297.197518322 0.5, 842526.9588209727 6520297.279254356 0.5, 842526.8197633253 6520297.279254356 0.5, 842526.7072633252 6520297.197518322 0.5, 842526.664292149 6520297.06526664 0.5, 842526.7072633252 6520296.933014958 0.5, 842526.8197633253 6520296.851278923 0.5, 842526.9588209727 6520296.851278923 0.5, 842527.0713209728 6520296.933014958 0.5, 842527.114292149 6520297.06526664 0.5))"
Round bollard,"POLYGON Z ((842528.980076513 6520297.42997526 0.5, 842528.9371053368 6520297.562226942 0.5, 842528.8246053368 6520297.6439629765 0.5, 842528.6855476893 6520297.6439629765 0.5, 842528.5730476893 6520297.562226942 0.5, 842528.5300765131 6520297.42997526 0.5, 842528.5730476893 6520297.297723578 0.5, 842528.6855476893 6520297.215987544 0.5, 842528.8246053368 6520297.215987544 0.5, 842528.9371053368 6520297.297723578 0.5, 842528.980076513 6520297.42997526 0.5))"
Round bollard,"POLYGON Z ((842531.0319416269 6520297.85256818 0.5, 842530.9889704507 6520297.984819862 0.5, 842530.8764704507 6520298.066555897 0.5, 842530.7374128032 6520298.066555897 0.5, 842530.6249128032 6520297.984819862 0.5, 842530.581941627 6520297.85256818 0.5, 842530.6249128032 6520297.720316499 0.5, 842530.7374128032 6520297.638580464 0.5, 842530.8764704507 6520297.638580464 0.5, 842530.9889704507 6520297.720316499 0.5, 842531.0319416269 6520297.85256818 0.5))"
Round bollard,"POLYGON Z ((842490.684116624 6520279.07961176 0.5, 842490.6411454477 6520279.211863441 0.5, 842490.5286454477 6520279.293599476 0.5, 842490.3895878003 6520279.293599476 0.5, 842490.2770878002 6520279.211863441 0.5, 842490.234116624 6520279.07961176 0.5, 842490.2770878002 6520278.947360078 0.5, 842490.3895878003 6520278.865624043 0.5, 842490.5286454477 6520278.865624043 0.5, 842490.6411454477 6520278.947360078 0.5, 842490.684116624 6520279.07961176 0.5))"
Round bollard,"POLYGON Z ((842492.588616708 6520279.39164746 0.5, 842492.5456455317 6520279.523899142 0.5, 842492.4331455317 6520279.605635176 0.5, 842492.2940878842 6520279.605635176 0.5, 842492.1815878842 6520279.523899142 0.5, 842492.138616708 6520279.39164746 0.5, 842492.1815878842 6520279.259395778 0.5, 842492.2940878842 6520279.177659743 0.5, 842492.4331455317 6520279.177659743 0.5, 842492.5456455317 6520279.259395778 0.5, 842492.588616708 6520279.39164746 0.5))"
Round bollard,"POLYGON Z ((842494.49187332 6520279.75721571 0.5, 842494.4489021437 6520279.889467392 0.5, 842494.3364021437 6520279.971203427 0.5, 842494.1973444963 6520279.971203427 0.5, 842494.0848444962 6520279.889467392 0.5, 842494.04187332 6520279.75721571 0.5, 842494.0848444962 6520279.624964029 0.5, 842494.1973444963 6520279.543227994 0.5, 842494.3364021437 6520279.543227994 0.5, 842494.4489021437 6520279.624964029 0.5, 842494.49187332 6520279.75721571 0.5))"
Round bollard,"POLYGON Z ((842496.358908004 6520280.06838245 0.5, 842496.3159368278 6520280.200634132 0.5, 842496.2034368278 6520280.282370167 0.5, 842496.0643791803 6520280.282370167 0.5, 842495.9518791803 6520280.200634132 0.5, 842495.908908004 6520280.06838245 0.5, 842495.9518791803 6520279.936130769 0.5, 842496.0643791803 6520279.854394734 0.5, 842496.2034368278 6520279.854394734 0.5, 842496.3159368278 6520279.936130769 0.5, 842496.358908004 6520280.06838245 0.5))"
Round bollard,"POLYGON Z ((842498.22594251 6520280.37954975 0.5, 842498.1829713337 6520280.511801432 0.5, 842498.0704713337 6520280.593537467 0.5, 842497.9314136863 6520280.593537467 0.5, 842497.8189136862 6520280.511801432 0.5, 842497.77594251 6520280.37954975 0.5, 842497.8189136862 6520280.247298068 0.5, 842497.9314136863 6520280.165562034 0.5, 842498.0704713337 6520280.165562034 0.5, 842498.1829713337 6520280.247298068 0.5, 842498.22594251 6520280.37954975 0.5))"
Round bollard,"POLYGON Z ((842500.239106894 6520280.85479419 0.5, 842500.1961357178 6520280.987045872 0.5, 842500.0836357177 6520281.068781907 0.5, 842499.9445780703 6520281.068781907 0.5, 842499.8320780703 6520280.987045872 0.5, 842499.789106894 6520280.85479419 0.5, 842499.8320780703 6520280.7225425085 0.5, 842499.9445780703 6520280.640806474 0.5, 842500.0836357177 6520280.640806474 0.5, 842500.1961357178 6520280.7225425085 0.5, 842500.239106894 6520280.85479419 0.5))"
Round bollard,"POLYGON Z ((842502.177340949 6520281.32829892 0.5, 842502.1343697727 6520281.460550602 0.5, 842502.0218697727 6520281.542286636 0.5, 842501.8828121253 6520281.542286636 0.5, 842501.7703121252 6520281.460550602 0.5, 842501.727340949 6520281.32829892 0.5, 842501.7703121252 6520281.196047238 0.5, 842501.8828121253 6520281.114311203 0.5, 842502.0218697727 6520281.114311203 0.5, 842502.1343697727 6520281.196047238 0.5, 842502.177340949 6520281.32829892 0.5))"
Round bollard,"POLYGON Z ((842504.085569952 6520281.47974229 0.5, 842504.0425987758 6520281.611993972 0.5, 842503.9300987758 6520281.693730007 0.5, 842503.7910411283 6520281.693730007 0.5, 842503.6785411283 6520281.611993972 0.5, 842503.6355699521 6520281.47974229 0.5, 842503.6785411283 6520281.347490609 0.5, 842503.7910411283 6520281.265754574 0.5, 842503.9300987758 6520281.265754574 0.5, 842504.0425987758 6520281.347490609 0.5, 842504.085569952 6520281.47974229 0.5))"
Round bollard,"POLYGON Z ((842506.095003386 6520282.11558454 0.5, 842506.0520322098 6520282.247836222 0.5, 842505.9395322098 6520282.329572257 0.5, 842505.8004745623 6520282.329572257 0.5, 842505.6879745623 6520282.247836222 0.5, 842505.6450033861 6520282.11558454 0.5, 842505.6879745623 6520281.983332858 0.5, 842505.8004745623 6520281.901596824 0.5, 842505.9395322098 6520281.901596824 0.5, 842506.0520322098 6520281.983332858 0.5, 842506.095003386 6520282.11558454 0.5))"
Round bollard,"POLYGON Z ((842508.035723448 6520282.4820272 0.5, 842507.9927522718 6520282.614278882 0.5, 842507.8802522718 6520282.6960149165 0.5, 842507.7411946243 6520282.6960149165 0.5, 842507.6286946243 6520282.614278882 0.5, 842507.5857234481 6520282.4820272 0.5, 842507.6286946243 6520282.349775518 0.5, 842507.7411946243 6520282.268039484 0.5, 842507.8802522718 6520282.268039484 0.5, 842507.9927522718 6520282.349775518 0.5, 842508.035723448 6520282.4820272 0.5))"
Round bollard,"POLYGON Z ((842509.904000132 6520282.7396661 0.5, 842509.8610289558 6520282.871917781 0.5, 842509.7485289557 6520282.953653816 0.5, 842509.6094713083 6520282.953653816 0.5, 842509.4969713083 6520282.871917781 0.5, 842509.454000132 6520282.7396661 0.5, 842509.4969713083 6520282.607414418 0.5, 842509.6094713083 6520282.525678383 0.5, 842509.7485289557 6520282.525678383 0.5, 842509.8610289558 6520282.607414418 0.5, 842509.904000132 6520282.7396661 0.5))"
Round bollard,"POLYGON Z ((842511.84720668 6520282.99904604 0.5, 842511.8042355038 6520283.1312977215 0.5, 842511.6917355037 6520283.213033756 0.5, 842511.5526778563 6520283.213033756 0.5, 842511.4401778562 6520283.1312977215 0.5, 842511.39720668 6520282.99904604 0.5, 842511.4401778562 6520282.866794358 0.5, 842511.5526778563 6520282.785058323 0.5, 842511.6917355037 6520282.785058323 0.5, 842511.8042355038 6520282.866794358 0.5, 842511.84720668 6520282.99904604 0.5))"
Round bollard,"POLYGON Z ((842513.634335776 6520283.5226054 0.5, 842513.5913645998 6520283.654857081 0.5, 842513.4788645997 6520283.736593116 0.5, 842513.3398069523 6520283.736593116 0.5, 842513.2273069522 6520283.654857081 0.5, 842513.184335776 6520283.5226054 0.5, 842513.2273069522 6520283.390353718 0.5, 842513.3398069523 6520283.308617683 0.5, 842513.4788645997 6520283.308617683 0.5, 842513.5913645998 6520283.390353718 0.5, 842513.634335776 6520283.5226054 0.5))"
Round bollard,"POLYGON Z ((842515.6886934689 6520283.83812927 0.5, 842515.6457222927 6520283.970380952 0.5, 842515.5332222927 6520284.052116986 0.5, 842515.3941646452 6520284.052116986 0.5, 842515.2816646452 6520283.970380952 0.5, 842515.238693469 6520283.83812927 0.5, 842515.2816646452 6520283.705877588 0.5, 842515.3941646452 6520283.624141553 0.5, 842515.5332222927 6520283.624141553 0.5, 842515.6457222927 6520283.705877588 0.5, 842515.6886934689 6520283.83812927 0.5))"
Round bollard,"POLYGON Z ((842517.553238994 6520284.25636638 0.5, 842517.5102678178 6520284.388618061 0.5, 842517.3977678177 6520284.470354096 0.5, 842517.2587101703 6520284.470354096 0.5, 842517.1462101702 6520284.388618061 0.5, 842517.103238994 6520284.25636638 0.5, 842517.1462101702 6520284.124114698 0.5, 842517.2587101703 6520284.042378663 0.5, 842517.3977678177 6520284.042378663 0.5, 842517.5102678178 6520284.124114698 0.5, 842517.553238994 6520284.25636638 0.5))"
Round bollard,"POLYGON Z ((842519.5701312739 6520284.57102127 0.5, 842519.5271600977 6520284.703272952 0.5, 842519.4146600977 6520284.7850089865 0.5, 842519.2756024502 6520284.7850089865 0.5, 842519.1631024502 6520284.703272952 0.5, 842519.120131274 6520284.57102127 0.5, 842519.1631024502 6520284.438769588 0.5, 842519.2756024502 6520284.3570335535 0.5, 842519.4146600977 6520284.3570335535 0.5, 842519.5271600977 6520284.438769588 0.5, 842519.5701312739 6520284.57102127 0.5))"
Round bollard,"POLYGON Z ((842521.323524884 6520284.93311671 0.5, 842521.2805537077 6520285.065368392 0.5, 842521.1680537077 6520285.147104426 0.5, 842521.0289960603 6520285.147104426 0.5, 842520.9164960602 6520285.065368392 0.5, 842520.873524884 6520284.93311671 0.5, 842520.9164960602 6520284.800865028 0.5, 842521.0289960603 6520284.719128993 0.5, 842521.1680537077 6520284.719128993 0.5, 842521.2805537077 6520284.800865028 0.5, 842521.323524884 6520284.93311671 0.5))"
